,train_loss,valid_acc
0,2.0300251588225366,33.800000000000004
1,1.7293400466442108,37.2
2,1.6067733407020568,39.0
3,1.4806606113910674,45.0
4,1.4245197921991348,48.0
5,1.3377972528338433,43.0
6,1.2974417872726918,43.4
7,1.2359420724213124,50.2
8,1.1650144428014755,51.7
9,1.1239409185945988,51.2
10,1.0807325571775437,49.1
11,1.025166492164135,50.3
12,0.993906258046627,53.1
13,0.9573428422212601,47.4
14,0.8856208316981793,51.4
15,0.8240345258265733,51.6
16,0.8305947266519069,55.300000000000004
17,0.7740622911602258,55.800000000000004
18,0.7511068046092987,56.10000000000001
19,0.7174022138118744,59.199999999999996
20,0.6595194477587938,50.9
21,0.662735116481781,55.900000000000006
22,0.6279008589684963,55.00000000000001
23,0.5957066852599382,57.99999999999999
24,0.5383912682533264,56.699999999999996
25,0.5031747912988067,57.699999999999996
26,0.46355722974985836,51.4
27,0.48389261700212954,55.60000000000001
28,0.4475540531799197,56.39999999999999
29,0.4029892340302467,59.4
30,0.3860013635829091,53.7
31,0.35873548295348884,53.400000000000006
32,0.3528847904875875,59.8
33,0.32852442311123015,58.9
34,0.34592013657093046,53.800000000000004
35,0.2858648787252605,56.39999999999999
36,0.2713580373674631,56.8
37,0.2619939369149506,55.50000000000001
38,0.2582934062927961,55.1
39,0.23252593483775855,55.300000000000004
40,0.25076861307024956,56.599999999999994
41,0.21916843089275062,57.8
42,0.25206649787724017,57.49999999999999
43,0.2174212417565286,56.599999999999994
44,0.17086568158119916,60.099999999999994
45,0.17158150374889375,59.4
46,0.17653670371510088,56.99999999999999
47,0.17054306878708303,55.800000000000004
48,0.17258381948340684,55.7
49,0.16755501250736415,58.099999999999994
