,G_loss,D_loss,S_loss,S_valid_acc
0,-0.38022356033325194,2.786082297563553,2.228503221273422,22.1
1,-0.3815802186727524,2.582408207654953,2.130295145511627,25.0
2,-0.30240883529186247,2.450616270303726,2.0965040892362596,24.0
3,-0.2720292568206787,2.3069915652275084,2.0770900905132295,25.1
4,-0.23779688477516175,2.273072063922882,2.070724460482597,27.6
5,-0.2176700621843338,2.216037058830261,2.058306387066841,23.5
6,-0.1713947355747223,2.2213862538337708,2.052369922399521,29.2
7,-0.17404090464115143,2.058787298202515,2.056236270070076,26.200000000000003
8,-0.14008839726448058,1.9155021727085113,2.0258894711732864,28.599999999999998
9,-0.14811504781246185,1.925798386335373,2.022174233198166,31.8
10,-0.16993165612220765,1.9241952180862427,1.9801180809736252,30.9
11,-0.1673277348279953,1.8477888822555542,1.9967805564403533,30.3
12,-0.17192801237106323,1.9204046905040741,2.0188800245523453,31.2
13,-0.19740374386310577,2.0076403617858887,2.036275404691696,31.8
14,-0.1637605607509613,1.9215235888957978,2.0375941723585127,30.0
15,-0.15096065998077393,1.8807749986648559,2.0251345127820968,30.7
16,-0.14711267352104188,1.863377457857132,2.014462313055992,28.1
17,-0.15700647830963135,1.8637287855148315,2.015412500500679,33.0
18,-0.1623336911201477,1.8487108170986175,2.017385518550873,32.4
19,-0.16084729731082917,1.845610797405243,2.023332679271698,33.900000000000006
20,-0.1588756263256073,1.7926254570484161,2.0176672488451004,32.2
21,-0.1462120532989502,1.7296693325042725,2.0140496462583544,31.7
22,-0.13317398428916932,1.7000154376029968,1.9987302809953689,35.3
23,-0.1600933074951172,1.737408608198166,2.017610788345337,36.3
24,-0.16648959517478942,1.7405248641967774,2.004657605290413,36.0
25,-0.15113396644592286,1.7003911912441254,1.9800515651702881,35.099999999999994
26,-0.1514087736606598,1.7063543498516083,1.9964844584465027,34.699999999999996
27,-0.1440423309803009,1.655300933122635,1.995625415444374,35.0
28,-0.15162574648857116,1.6734694361686706,1.9965484887361526,35.5
29,-0.14719549417495728,1.604295164346695,2.0035817831754685,35.0
30,-0.13668326735496522,1.5705559253692627,2.001606273651123,35.099999999999994
31,-0.14080936908721925,1.5450677633285523,1.9970887690782546,33.4
32,-0.143914133310318,1.5561361253261565,1.9878946453332902,34.2
33,-0.12389631867408753,1.4677284896373748,1.9703000485897064,36.9
34,-0.13796215653419494,1.527378499507904,2.006946763396263,34.4
35,-0.1451558530330658,1.509226268529892,2.0038102567195892,35.8
36,-0.15296192169189454,1.5714855670928956,2.02580206990242,36.8
37,-0.1387271225452423,1.4754866242408753,1.9963011384010314,38.7
38,-0.1466667354106903,1.475409209728241,1.9866975158452989,38.1
39,-0.14784557223320008,1.5048119723796844,1.9896304994821548,37.5
40,-0.1379450023174286,1.4355734288692474,1.9898036926984788,37.7
41,-0.1498018115758896,1.4713014364242554,2.0090216398239136,37.2
42,-0.1573637008666992,1.5138566076755524,1.9866710931062699,38.800000000000004
43,-0.15240347981452942,1.4440664529800415,1.9851077675819397,38.9
44,-0.14712732434272766,1.4301884472370148,1.9836085319519043,38.2
45,-0.14246617555618285,1.4129705548286438,1.9807596802711487,37.9
46,-0.13626763224601746,1.3534805476665497,1.9778089821338654,36.4
47,-0.14479681253433227,1.3975339531898499,1.9975400000810624,37.9
48,-0.14716193675994874,1.370180356502533,1.990791428089142,39.900000000000006
49,-0.13368836045265198,1.3517805337905884,1.9744228154420853,38.3
50,-0.1527725100517273,1.4385677337646485,2.0079730331897734,40.0
51,-0.14322524666786193,1.3645918846130372,1.98717902302742,37.4
52,-0.14699639081954957,1.3579281747341156,1.9924277901649474,41.099999999999994
53,-0.14232929944992065,1.3465964078903199,1.9948203355073928,41.099999999999994
54,-0.14068223237991334,1.3399981260299683,1.989676371216774,38.5
55,-0.13483109474182128,1.292367821931839,1.9854450404644013,36.1
56,-0.13704444766044616,1.291390162706375,2.0011455714702606,40.1
57,-0.1425964653491974,1.2902922332286835,1.9813141971826553,40.0
58,-0.16253246665000914,1.385023194551468,1.9876010239124298,40.5
59,-0.14059377908706666,1.2796282112598418,1.9886857509613036,39.6
60,-0.14256424307823182,1.2868762850761413,1.9822681993246078,40.9
61,-0.14379653334617615,1.2836154997348785,1.978518432378769,39.1
62,-0.13341326713562013,1.242034673690796,1.9657995998859406,38.3
63,-0.14686481952667235,1.2737502336502076,1.9713382124900818,40.300000000000004
64,-0.14650710821151733,1.2937560737133027,1.964573758840561,42.199999999999996
65,-0.15251885652542113,1.2946361243724822,1.9886650025844574,41.0
66,-0.15391622185707093,1.2739807546138764,1.9566544860601425,41.699999999999996
67,-0.15260633826255798,1.2616585731506347,1.9821450352668761,40.5
68,-0.15551785230636597,1.2807915806770325,2.007589137554169,39.4
69,-0.16474989652633668,1.292641419172287,1.9772194266319274,40.699999999999996
70,-0.165450119972229,1.299152487516403,1.981005573272705,40.8
71,-0.14738900661468507,1.2189282596111297,1.9658504456281662,42.699999999999996
72,-0.15353249311447142,1.2675475835800172,1.9724064886569976,41.6
73,-0.15691937804222106,1.255026513338089,1.9970553040504455,42.9
74,-0.1776217997074127,1.3604639053344727,1.9891695976257324,42.9
75,-0.14789726734161376,1.2274957537651061,1.954793006181717,42.4
76,-0.14940508604049682,1.2181343674659728,1.9704652577638626,38.800000000000004
77,-0.14028934836387635,1.1471630036830902,1.9646131724119187,39.6
78,-0.15049993395805358,1.1841525077819823,1.9949496775865554,40.699999999999996
79,-0.14603118300437928,1.1807556807994843,1.9945261240005494,42.0
80,-0.15423744320869445,1.1928953409194947,1.9790793865919114,42.0
81,-0.15646892189979553,1.1786731898784637,1.9841269701719284,44.1
82,-0.15406798720359802,1.1826453924179077,1.9659230023622514,42.9
