,G_loss,D_loss,S_loss,S_valid_acc
0,-0.34586657136678695,2.778656631708145,1.7918201029300689,26.3
1,-0.29380484372377397,2.4901287257671356,1.428959183394909,32.800000000000004
2,-0.21840192526578903,2.2474328935146333,1.3017953597009182,33.900000000000006
3,-0.16752448827028274,2.1471822053194045,1.1997957848012448,34.1
4,-0.1460631564259529,2.012605693936348,1.1528245411813258,34.2
5,-0.13577800393104553,1.9858185559511186,1.0692905977368354,37.5
6,-0.1358342871069908,1.857931485772133,1.0452526681125165,38.6
7,-0.1431033194065094,1.9268236428499221,1.0825723722577094,37.7
8,-0.16806175112724303,2.018487748503685,1.2403333179652691,41.5
9,-0.16079005748033523,1.989424255490303,1.222708410024643,38.800000000000004
10,-0.1480539172887802,1.9429863750934602,1.1501157388091088,40.8
11,-0.1499868094921112,1.9864525705575944,1.1641287252306938,39.1
12,-0.15191601365804672,1.9483450680971146,1.2271030753850938,42.699999999999996
13,-0.15697847604751586,1.9088375449180603,1.173927304893732,41.699999999999996
14,-0.14371168315410615,1.8143086403608322,1.1079790987074376,40.6
15,-0.15061615854501725,1.8409550935029984,1.1364485256373882,43.2
16,-0.14598459303379058,1.8156055420637132,1.1084570460021497,47.0
17,-0.15256328284740447,1.807390022277832,1.1186885200440884,44.6
18,-0.14650286436080934,1.7107282757759095,1.1109413988888264,44.2
19,-0.1446293830871582,1.7444043695926665,1.080428735166788,47.0
20,-0.1405961036682129,1.7118790864944458,1.1038596369326115,46.2
21,-0.14366893768310546,1.6807708591222763,1.090142609924078,47.5
22,-0.14490824341773986,1.6564964681863785,1.1465319454669953,47.8
23,-0.13690963685512542,1.6046299189329147,1.0628882385790348,45.800000000000004
24,-0.1414446234703064,1.647817823290825,1.0677552215754986,48.4
25,-0.1554836541414261,1.6327950417995454,1.0900248557329177,48.9
26,-0.14543000757694244,1.6026994854211807,1.0660525031387806,49.0
27,-0.13887560367584229,1.527305042743683,1.0134102523326873,45.800000000000004
28,-0.13977530598640442,1.5034173518419265,0.9817095808684826,51.0
29,-0.13716549426317215,1.533063033223152,0.986328287422657,50.1
30,-0.13976080417633058,1.5041114866733551,0.9765410155057908,48.6
31,-0.13551072180271148,1.5084786653518676,1.003057849407196,51.0
32,-0.13601806610822678,1.5041766315698624,0.9828285906463862,51.800000000000004
33,-0.13770546913146972,1.4812317758798599,0.9974255971610546,52.800000000000004
34,-0.14263380467891693,1.4560862481594086,1.0293923057615757,52.5
35,-0.1394820123910904,1.4915414869785308,1.0051303774118423,52.300000000000004
36,-0.14293841123580933,1.467471244931221,0.9966990113258362,51.300000000000004
37,-0.14196406304836273,1.4287394821643828,0.9915492795407772,50.9
38,-0.1412446528673172,1.4405691027641296,0.9807730585336685,51.9
39,-0.14786962270736695,1.4376070469617843,0.995105116814375,53.6
40,-0.14581405520439147,1.4394030302762986,0.9634650751948357,53.7
41,-0.13780967593193055,1.3984076589345933,0.9458485595881939,53.5
42,-0.1345061719417572,1.3841787815093993,0.954057377576828,52.6
43,-0.1483726143836975,1.452924171090126,1.0230639301240445,53.300000000000004
44,-0.13746581375598907,1.3799098551273346,0.9493466645479203,54.7
45,-0.149969644844532,1.441796988248825,1.0113029152154922,53.900000000000006
46,-0.14580974280834197,1.3513212084770203,0.9684602648019791,52.1
47,-0.15483133494853973,1.408579409122467,0.9804250501096249,53.900000000000006
48,-0.14575856924057007,1.3785482466220855,0.9622352018952369,53.900000000000006
49,-0.14956117868423463,1.3935106366872787,0.9750802010297775,54.2
50,-0.14795978963375092,1.3503215432167053,0.934907553344965,57.8
51,-0.14071222096681596,1.3382549077272414,0.9187484666705131,55.1
52,-0.13770496547222139,1.3039869666099548,0.9227439291775227,56.599999999999994
53,-0.15117818713188172,1.3674468278884888,0.9731519922614098,56.49999999999999
54,-0.15076882541179656,1.330404168367386,0.9407861493527889,52.0
55,-0.13872232437133789,1.2751083284616471,0.9083006501197814,55.50000000000001
56,-0.14428054690361022,1.2625067472457885,0.9147696681320667,56.2
57,-0.14055928885936736,1.2517165333032607,0.894612505286932,54.2
58,-0.13253020644187927,1.2279326230287553,0.897314579039812,55.900000000000006
59,-0.13162923753261566,1.2313591539859772,0.9006348885595798,53.7
60,-0.14040520489215852,1.2474099218845367,0.9165346406400203,57.4
61,-0.13541713654994963,1.2343165695667266,0.8887336030602455,56.8
62,-0.12983879148960115,1.206623038649559,0.8981998719274997,55.400000000000006
63,-0.13606372773647307,1.2028916865587234,0.927662267535925,56.49999999999999
64,-0.13582347333431244,1.1931970238685607,0.88806729093194,57.3
65,-0.13557021021842958,1.207109096646309,0.880115432292223,58.5
66,-0.13576439619064332,1.1842115253210068,0.8929894588887691,59.0
67,-0.14112538993358612,1.18227578997612,0.9054840579628944,57.599999999999994
68,-0.13713001012802123,1.1868737012147903,0.881003699451685,55.400000000000006
69,-0.14118742048740388,1.2148466914892198,0.9298952475190163,58.4
70,-0.1359686940908432,1.1450116068124772,0.8943775661289692,56.2
71,-0.1295388877391815,1.1717131465673447,0.9161979541182518,57.599999999999994
72,-0.13056444525718688,1.1323057502508163,0.9099853985011578,58.599999999999994
