,T_loss,S_loss,S_valid_acc
182,5.869351333379745,2.1881611824035643,24.0
183,5.866708874702454,2.2130792498588563,22.900000000000002
184,5.8485260844230655,2.2056618988513947,24.099999999999998
185,5.8791673362255095,2.180709847807884,23.599999999999998
186,5.839440494775772,2.1764375269412994,23.3
187,5.850264072418213,2.188067916035652,23.9
188,5.832795006036759,2.176006981730461,22.7
189,5.8670752346515656,2.175777095556259,23.7
190,5.826912420988083,2.180371415615082,22.400000000000002
191,5.853828012943268,2.1546037226915358,24.3
192,5.87013800740242,2.1846460968256,23.200000000000003
193,5.86879386305809,2.1972214221954345,23.599999999999998
194,5.838022977113724,2.212583190202713,23.7
195,5.84423336982727,2.202645739912987,22.1
196,5.848621141910553,2.1707564532756805,23.400000000000002
197,5.809372133016586,2.171615019440651,23.799999999999997
198,5.8392894804477695,2.1764308333396913,23.5
199,5.806797897815704,2.2070992678403853,22.8
200,5.820765525102615,2.195994183421135,22.900000000000002
201,5.815566670894623,2.1995955049991607,23.200000000000003
202,5.792860770225525,2.156544452905655,23.200000000000003
203,5.76741059422493,2.2034076690673827,22.2
204,5.749212998151779,2.1768025696277618,22.5
205,5.805889046192169,2.1751854449510573,22.900000000000002
206,5.814070481061935,2.164451298117638,22.2
207,5.810472244024277,2.2107158064842225,24.0
208,5.8070353984832765,2.166833820939064,23.799999999999997
209,5.812881630659104,2.1569847464561462,24.099999999999998
210,5.797633230686188,2.1905755370855333,23.400000000000002
211,5.7843660593032835,2.166840988397598,24.2
212,5.721092110872268,2.189976155757904,24.0
213,5.7627809882164005,2.198446971178055,23.799999999999997
214,5.721731787919998,2.188043212890625,23.7
215,5.721010291576386,2.19496508538723,23.9
216,5.709475475549698,2.179991313815117,24.7
217,5.72073865532875,2.205434891581535,22.7
218,5.7145944952964784,2.2060052305459976,24.0
219,5.709325760602951,2.1816660940647123,24.3
220,5.666825467348099,2.1825167894363404,24.099999999999998
221,5.722263622283935,2.2025695770978926,24.3
222,5.650857931375503,2.19427028298378,22.8
223,5.647823309898376,2.1968712717294694,24.2
224,5.665937083959579,2.1867428213357925,23.9
225,5.646700757741928,2.1822713196277617,23.0
226,5.640263473987579,2.194512864947319,23.7
227,5.641966992616654,2.2113065838813784,23.799999999999997
228,5.676415359973907,2.2004404723644257,23.7
229,5.6164435803890225,2.1934286147356032,24.0
230,5.5757234513759615,2.198312911391258,23.7
231,5.611533212661743,2.1904591232538224,24.0
232,5.62403415441513,2.191484233736992,24.099999999999998
233,5.596632730960846,2.2003837168216704,24.3
234,5.557628101110458,2.184360945224762,24.8
235,5.59156721830368,2.1956491470336914,24.099999999999998
236,5.582650130987167,2.2127536982297897,24.3
237,5.589671182632446,2.167170688509941,25.1
238,5.568249398469925,2.1759608417749403,24.9
239,5.57348666191101,2.203939712047577,23.200000000000003
240,5.534883147478103,2.1779150158166884,24.5
241,5.539824748039246,2.2063840329647064,22.900000000000002
242,5.552173310518265,2.1763875484466553,25.1
243,5.532436800003052,2.172435912489891,24.099999999999998
244,5.5488361597061155,2.2014082044363024,24.2
245,5.5452416896820065,2.1848118752241135,24.8
246,5.547136306762695,2.198491758108139,24.7
247,5.52933634519577,2.188892337679863,24.9
248,5.550608092546463,2.1643394619226455,23.7
249,5.5452860891819,2.174613405764103,23.599999999999998
