,T_loss,S_loss,S_valid_acc
75,0.3943724134383956,1.076958505436778,63.7
76,0.27979629909968934,1.0314821038395166,64.4
77,0.24917928785725962,1.0378641631454228,64.4
78,0.3414860738092102,1.107304386049509,62.0
79,0.3409115693008061,1.080499918758869,62.2
80,0.2326822791743325,1.033910059183836,63.4
81,0.32279728063149377,1.049484285339713,62.7
82,0.3146007814328186,1.0918201714754106,60.3
83,0.35188161220867187,1.0741387020796538,62.1
84,0.25136667999322526,1.0337366074323655,64.0
85,0.2557747828046558,1.0593173317611217,65.7
86,0.2414515977114206,1.0438830271363257,65.3
87,0.3032056998810731,1.0572012029588223,64.4
88,0.32046980157902,1.0438352674245834,64.1
89,0.2204743441659957,1.0391394086182117,64.60000000000001
90,0.24369227719726042,1.0256553396582604,65.4
91,0.2787302958749933,1.055635504424572,65.4
92,0.21010746809770353,1.0508830171078443,63.6
93,0.29471849408291745,1.0625057145953178,65.0
94,0.30936203098099213,1.0565471313893795,63.800000000000004
95,0.20565540494135348,0.9989482382312417,65.8
96,0.21039764001907316,1.0345188526436686,65.2
97,0.2965182481566444,1.0540430013090372,64.2
98,0.241026343323756,1.0530366491526366,61.9
99,0.2317766075633699,1.008099034242332,63.800000000000004
100,0.24812934354704339,1.05513188354671,64.9
101,0.19674918313103262,1.0403757996857166,63.4
102,0.22274123410752508,1.0070281770080327,64.7
103,0.22789196452868055,1.0053911462426186,64.3
104,0.20938589686556952,1.0632649920880795,65.5
105,0.24427170034032314,1.014992382004857,66.7
106,0.2292135431584029,0.997977058403194,66.7
107,0.253969877740019,1.0287002369761467,63.6
108,0.28771397046220953,1.0506077121943236,64.2
109,0.16235095369484043,0.977433630079031,67.30000000000001
110,0.2055626762783504,1.0057206969708203,65.8
111,0.16569687008159234,1.0195249021053314,62.6
112,0.26765771478821987,1.0133689688518643,66.5
113,0.25444695575279186,1.0204587921500206,65.5
114,0.20972025659575594,1.009740374237299,63.3
115,0.1903034659990226,1.0074822627007962,65.5
116,0.12170368096412858,0.9937848653644323,64.9
117,0.22648773120017723,0.9850432390347124,64.4
118,0.22398711932473817,0.9966673754155636,66.3
119,0.2146444766971399,1.0091979652643204,64.2
120,0.2231716719456017,0.9676518123596907,66.5
121,0.1846466845883697,0.9764012891799212,67.80000000000001
122,0.19601802647521255,1.0044215206056832,66.60000000000001
123,0.2210969727311749,0.9993067126721144,65.8
124,0.1343908588969498,0.9818102352321147,66.2
